va_id,parent_ed_2019,majority_ed,minority_ed,is_swing,va_ndp,va_ucp,va_other,eg_contrib_majority,eg_contrib_minority,delta_eg,region
Edmonton-Glenora|030,Edmonton-Glenora,Edmonton-Glenora-Riverview,Edmonton-Glenora-Riverview,0,164.500000,75.500000,7.500000,-0.000040,-0.000040,-0.000001,Edmonton
Morinville-St. Albert|040,Morinville-St. Albert,St. Albert,St Albert,1,122.000000,115.800000,8.000000,-0.000115,-0.000114,0.000001,Rest of Alberta
Calgary-Elbow|029,Calgary-Elbow,Calgary-Elbow,Calgary-Elbow,0,95.200000,75.200000,13.000000,-0.000082,-0.000076,0.000006,Calgary
St. Albert|052,St. Albert,St. Albert,St Albert,1,110.600000,93.000000,3.400000,-0.000091,-0.000090,0.000001,Rest of Alberta
Edmonton-South West|025,Edmonton-South West,Edmonton-McClung,Edmonton-McClung,0,160.000000,97.000000,5.000000,-0.000079,-0.000079,0.000000,Edmonton
Lesser Slave Lake|026,Lesser Slave Lake,Lesser Slave Lake,Lesser Slave Lake,0,41.166667,73.166667,2.500000,0.000025,0.000025,0.000000,Rest of Alberta
Calgary-Buffalo|049,Calgary-Buffalo,Calgary-Buffalo,Calgary-Buffalo,0,95.333333,43.111111,2.777778,-0.000030,-0.000030,0.000000,Calgary
Calgary-Buffalo|048,Calgary-Buffalo,Calgary-Buffalo,Calgary-Buffalo,0,95.333333,43.111111,2.777778,-0.000030,-0.000030,0.000000,Calgary
Vermilion-Lloydminster-Wainwright|038,Vermilion-Lloydminster-Wainwright,Lloydminster-Wainwright,Lloydminster-Wainwright,0,30.357143,157.714286,13.357143,-0.000036,-0.000036,0.000000,Rest of Alberta
Edmonton-Strathcona|030,Edmonton-Strathcona,Edmonton-Gold Bar,Edmonton-Gold Bar,0,195.750000,69.500000,9.000000,-0.000018,-0.000018,0.000000,Edmonton
Fort Saskatchewan-Vegreville|061,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville,0,75.000000,98.000000,8.200000,0.000060,0.000060,0.000000,Rest of Alberta
Fort Saskatchewan-Vegreville|062,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville,Fort Saskatchewan-Vegreville,0,75.000000,98.000000,8.200000,0.000060,0.000060,0.000000,Rest of Alberta
Athabasca-Barrhead-Westlock|043,Athabasca-Barrhead-Westlock,Barrhead-Westlock-Athabasca,Barrhead-Westlock-Athabasca,0,70.000000,278.500000,0.000000,-0.000032,-0.000031,0.000002,Rest of Alberta
Edmonton-North West|006,Edmonton-North West,Edmonton-North West,Edmonton-North West,0,117.500000,89.500000,3.750000,-0.000081,-0.000081,0.000000,Edmonton
Edmonton-Strathcona|013,Edmonton-Strathcona,Edmonton-Strathcona,Edmonton-Strathcona,0,161.500000,33.750000,8.500000,0.000028,0.000028,0.000000,Edmonton
Calgary-Edgemont|022,Calgary-Edgemont,Calgary-Edgemont,Calgary-Edgemont,0,105.333333,136.333333,5.000000,0.000116,0.000111,-0.000005,Calgary
Morinville-St. Albert|032,Morinville-St. Albert,St. Albert-Sturgeon,St Albert-Sturgeon,1,90.500000,138.500000,12.500000,0.000073,0.000076,0.000003,Rest of Alberta
Calgary-Bhullar-McCall|019,Calgary-Bhullar-McCall,Calgary-Bhullar-McCall,Calgary-North East,1,104.250000,77.500000,0.000000,-0.000069,-0.000069,-0.000000,Calgary
Edmonton-Meadows|033,Edmonton-Meadows,Edmonton-Meadows,Edmonton-Meadows,0,78.800000,56.400000,3.200000,-0.000045,-0.000045,0.000000,Edmonton
Fort McMurray-Lac La Biche|026,Fort McMurray-Lac La Biche,Fort McMurray-Lac La Biche,Fort McMurray-Lac La Biche,0,31.000000,155.000000,3.000000,-0.000026,-0.000028,-0.000002,Rest of Alberta
Calgary-East|005,Calgary-East,Calgary-Confluence,Calgary-Peigan-Chestermere,1,60.000000,78.500000,4.500000,0.000065,0.000054,-0.000010,Calgary
Edmonton-McClung|007,Edmonton-McClung,Edmonton-McClung,Edmonton-McClung,0,112.000000,67.666667,8.666667,-0.000055,-0.000055,0.000000,Edmonton
Red Deer-South|014,Red Deer-South,Red Deer-South,Red Deer-Sylvan Lake,1,77.666667,83.000000,9.333333,0.000072,0.000060,-0.000012,Rest of Alberta
Lethbridge-East|058,Lethbridge-East,Lethbridge-East,Lethbridge-Taber-Warner,1,56.666667,95.333333,5.333333,0.000053,0.000035,-0.000018,Rest of Alberta
Calgary-Edgemont|035,Calgary-Edgemont,Calgary-Edgemont,Calgary-Edgemont,0,65.000000,87.000000,4.250000,0.000072,0.000068,-0.000003,Calgary
