map,name,tier,confidence,area_km2,perimeter_km,polsby_popper,reock
minority_2026_approx,Lesser Slave Lake,A,high,69566.09043849385,1195.9141164241958,0.6112339613607735,0.6545216594053063
minority_2026_approx,St. Albert-Sturgeon,C,low,,,,
minority_2026_approx,Olds-Three Hills-Didsbury,A,high,10479.3491817548,586.3088791892509,0.3830815475169216,0.42627925758135693
minority_2026_approx,Peace River,A,high,109221.98362246608,1693.9775977302168,0.4783046449051294,0.5434010179056261
minority_2026_approx,Red Deer-Innisfail,A,medium,71.8067619399649,46.435051945439604,0.41848831450645185,0.4795347762180014
minority_2026_approx,Red Deer-Blackfalds,A,medium,35.04143599512207,28.27045946873485,0.5509675551709581,0.4789844388625729
minority_2026_approx,Rocky Mountain House-Banff Park,C,low,,,,
minority_2026_approx,Sherwood Park,A,high,62.74204777367642,45.14083089716479,0.38692737369840513,0.47093868962766716
minority_2026_approx,Edmonton-Spruce Grove,A,medium,68.47327197135337,45.36557048938801,0.41809809779487644,0.39274801920802926
minority_2026_approx,St. Albert,A,high,38.86205754699153,35.858886956330586,0.379788704758234,0.5140984187733536
minority_2026_approx,Sherwood Park-Strathcona,A,high,642.6042363172512,124.55081992236148,0.5205473819657017,0.5835103184155356
minority_2026_approx,Lethbridge-Taber-Warner,C,low,,,,
minority_2026_approx,West Yellowhead,A,high,48312.78558996547,1570.3429383423907,0.24619709872483342,0.5179007071093541
minority_2026_approx,Calgary-Airdrie,C,low,,,,
minority_2026_approx,Calgary-De Winton,B,medium,1383.459237376613,215.4359108699803,0.37457607708955243,0.31792267898713694
minority_2026_approx,Calgary-Nolan Hill-Cochrane,C,low,,,,
minority_2026_approx,Calgary-South,B,medium,64.17253221772137,58.47861445906985,0.23581145183773963,0.2608473730567896
minority_2026_approx,Canmore-Kananaskis,A,medium,15938.767885274916,1080.1949563815535,0.1716565263221608,0.22408886429996488
minority_2026_approx,Edmonton-Beaumont,C,low,,,,
minority_2026_approx,Edmonton-Castledowns,A,medium,20.85917712238856,21.364812015510672,0.5742604197772444,0.4293766529902935
minority_2026_approx,Edmonton-Enoch-Devon,C,low,,,,
minority_2026_approx,Edmonton-Windermere,B,medium,113.73848064334835,82.0555995649121,0.21227597301928902,0.34766481981615555
minority_2026_approx,Highwood,A,medium,1343.298863964299,208.9669576981703,0.3865692204751971,0.30869371642762
minority_2026_approx,Lethbridge-Cardston,A,medium,15772.933951129646,1053.1063712093069,0.17872193930043342,0.3583741876384087
minority_2026_approx,Lethbridge-Fort MacLeod-Crowsnest Pass,C,low,,,,
minority_2026_approx,Lethbridge-Little Bow,B,medium,15029.93972850553,641.0469846745139,0.45960778850231865,0.5916735685730193
minority_2026_approx,Lloydminster-Wainwright,A,medium,10090.974332164466,528.3279568368033,0.45429272376058033,0.500154989349523
minority_2026_approx,Red Deer-Lacombe,A,medium,3666.0907729195146,319.6835038579059,0.4507882887280693,0.5998964092408314
minority_2026_approx,Wetaskawin-Ponoka-Maskwacis,B,medium,7885.611963049154,511.8499019199381,0.37823352273523125,0.5193732264474139
