perturbation_idx,majority_eg_pct,minority_eg_pct,asymmetry_pp,majority_mm_pp,minority_mm_pp,majority_declination,minority_declination,majority_seats_at_50_ndp,minority_seats_at_50_ndp,majority_ndp_seats,minority_ndp_seats,majority_conservation_pass,minority_conservation_pass,majority_coverage_frac,minority_coverage_frac
67,-5.340608475182485,0.22260819154597677,5.5632166667284615,-1.51012204305504,-1.251918504412114,-0.05980878545103025,-0.03382968887923137,49,43,41,36,True,True,0.9157219128094914,0.8953646036765223
68,-1.0704453783478267,0.6401257425709991,1.710571120918826,-1.6605735248709674,-1.5210286981258814,-0.020396274424788807,-0.03433164914718816,49,45,38,36,True,True,0.9158468446083178,0.8954219754655136
69,-5.649462669130064,0.22973211545504282,5.879194784585106,-1.5651870416789393,-1.69391088362843,-0.05888218396290848,-0.03547339704400472,48,45,41,36,True,True,0.915553440115861,0.8953914694914034
70,-5.131324454374954,0.5906119008958102,5.721936355270764,-1.4921711327117726,-1.2181356622951667,-0.05641045865009375,-0.03553198477840461,49,44,41,36,True,True,0.9155629616780473,0.8952907952904637
71,-6.103150332794332,0.701772483070927,6.804922815865259,-1.288752761917894,-1.5616710628507058,-0.05572810238781341,-0.02415031444801158,48,45,41,35,True,True,0.9154209716803006,0.8951791535297244
72,-2.685654639563739,0.38397000774115,3.069624647304889,-1.1761874714838527,-2.015697479781803,-0.044271857311466024,-0.02583018519147153,49,45,40,35,True,True,0.9154034878534479,0.8953284899240669
73,-2.4819740929345446,1.8818831676219667,4.363857260556511,-1.418803952135228,-1.4664038650227917,-0.044005337495260574,-0.02284116038350488,49,44,40,35,True,True,0.9153261352973591,0.8955777790727978
74,-5.504430423645901,0.5814587537861368,6.085889177432038,-1.7652525925480778,-1.5805028653395392,-0.05683157041256151,-0.009568738304993744,50,45,41,34,True,True,0.9152816821046066,0.8954714241514707
75,-5.319158112337527,2.183796602307638,7.502954714645164,-1.4009868712936857,-1.4995852151473477,-0.045399182349747325,-0.018877269634493973,49,46,40,35,True,True,0.915781571965291,0.8953825911254245
76,-5.503651559929034,0.4141854300938895,5.917836990022924,-2.108549083349276,-1.3806550340841828,-0.04335511502820645,-0.025507447083502572,48,43,40,35,True,True,0.9154146838587018,0.8951571307562178
77,-5.394524824490168,0.558353601298544,5.952878425788712,-1.5416324703385886,-1.4831515469555023,-0.05486974561414788,-0.014304648724453918,49,43,41,34,True,True,0.9155063754237067,0.8954897291381311
78,-2.0124799541830183,0.4935900613514309,2.506070015534449,-1.310663234115711,-1.8481614280591252,-0.043401968134664695,-0.03426111497256143,48,46,40,36,True,True,0.9153202083883535,0.8953774111645859
79,-2.3882039584546173,2.3315971557966044,4.719801114251221,-1.7095939386712555,-2.105012923286326,-0.03067994667185607,-0.006800997513599216,49,46,39,34,True,True,0.9152657526347305,0.894700120214706
80,-5.669798373803051,0.39267910171005926,6.062477475513109,-1.9166276926564307,-1.3402572393506396,-0.05800810434962262,-0.03616209139088697,49,44,41,36,True,True,0.9153327194977902,0.8954269873565561
81,-5.543001839844536,1.99891701581842,7.541918855662956,-1.2447521795708905,-1.2706754959975863,-0.05522814268376337,-0.008351264585987138,49,44,41,34,True,True,0.9155786872824381,0.8951488102697159
82,-2.760642373224721,2.192277640705577,4.9529200139302985,-1.1319347830307303,-1.0766486249247031,-0.044166406003158284,-0.02205577464272019,48,43,40,35,True,True,0.9153315740837087,0.8951832571162857
83,-5.114036007183449,0.6483972713182901,5.762433278501739,-1.6966005894033631,-1.3762607163362028,-0.05811149201632242,-0.03562335022599577,49,44,41,36,True,True,0.9154105026223668,0.8954506489257424
84,-5.73274254088124,1.813619268781036,7.546361809662276,-1.1155466210789222,-2.040574673138279,-0.05662400657595815,-0.00921747290360128,50,46,41,34,True,True,0.9155417526038373,0.8954505636883571
85,-5.392592387697655,0.963495000076615,6.35608738777427,-1.5676750979796927,-1.8264777506499352,-0.05940179566415914,-0.021807430005456603,49,47,41,35,True,True,0.9155957073634438,0.895422553781538
86,-5.4762222947286965,0.567110034881353,6.04333232961005,-1.4260218776854905,-1.4429188288818784,-0.044488949144445754,-0.020343540872131714,49,45,40,35,True,True,0.9151546820558243,0.8945815783205395
87,-4.27790188124959,0.6830901318318772,4.9609920130814675,-1.598732477135556,-1.2957860285358336,-0.04259170707421438,-0.02395438475830028,49,43,40,35,True,True,0.9147499953341407,0.8952904939520698
88,-2.6981128991467345,-0.8033845247297609,1.8947283744169736,-1.3852753643355475,-1.9116155895317788,-0.04352985003222097,-0.04458808317037825,49,47,40,37,True,True,0.9151567583275074,0.8949240054755048
89,-2.2567512091459423,-0.9490271281640636,1.3077240809818784,-1.5916033025553666,-1.5846473401863015,-0.028215210545744242,-0.0487257390975271,48,46,39,37,True,True,0.9153643379465956,0.895382582402824
90,-2.271988219986427,2.117380341247989,4.389368561234416,-2.0092363086905762,-1.7121608310648295,-0.0306703703467722,-0.02100936789565565,48,47,39,35,True,True,0.9156472057577834,0.8954029717479355
91,-2.267475526905117,2.1525982583087537,4.420073785213871,-1.788663225849546,-1.4031486940461135,-0.03161304364468747,-0.022145195001049202,49,44,39,35,True,True,0.9152475632497515,0.8954432056700272
92,-2.044888117233611,1.104424927214893,3.149313044448504,-1.8439512472191721,-2.3513145915170175,-0.04256739552599446,-0.021153673683118657,49,46,40,35,True,True,0.915665959897047,0.8951287703994057
93,-2.2459674663648497,-0.5518115886188761,1.6941558777459735,-1.7691001718517063,-2.086774738034908,-0.044161768597715124,-0.0458868384099305,49,45,40,37,True,True,0.9157007309467842,0.89501598334411
94,-2.973270695840097,0.5946666360189136,3.5679373318590106,-1.4741357528364862,-1.133270259204222,-0.05682709072659977,-0.03450365300307032,49,44,41,36,True,True,0.9154782481920036,0.8950670034644789
95,-5.373427281962282,2.6243700468459275,7.997797328808209,-1.645692461062881,-2.164899480098664,-0.05671233621122739,-0.00997344150867017,49,46,41,34,True,True,0.9153560817488497,0.8952722305933335
96,-2.2064660151252418,1.7643633106473,3.9708293257725416,-1.8005813617405109,-1.3345059495234068,-0.04367760824864627,-0.010975945370984327,49,43,40,34,True,True,0.9155756180976592,0.895304260222972
97,-5.312477034749343,0.8185871418067895,6.131064176556133,-1.5794269077589185,-1.4252960540537762,-0.04234578339023116,-0.022601288876839085,49,44,40,35,True,True,0.915273000427926,0.895186510793326
98,-2.304103089803203,-1.1967098800024283,1.107393209800775,-1.238009627621156,-1.9786385495684233,-0.0404608434787029,-0.04678931803788739,49,47,40,37,True,True,0.9155392187032796,0.8951953101594989
99,-1.85359796818435,0.7745212472006161,2.628119215384966,-1.469381120902702,-2.059816059970676,-0.04233566782403795,-0.03433260319399903,49,46,40,36,True,True,0.9152598304920982,0.895011922684799
100,-5.139413205147659,1.8528695610218064,6.992282766169465,-1.8914238766266134,-1.9264205082311248,-0.054662239590179476,-0.02383302299347946,49,47,41,35,True,True,0.9157809927582772,0.8951084923883773
101,-2.5206545311155235,1.0431249724712288,3.5637795035867526,-1.8532509188668833,-1.7281377205863147,-0.04510968122611264,-0.024045667753817106,48,45,40,35,True,True,0.915854893294046,0.8954926365539779
102,-2.032404667270061,0.8210867473036888,2.85349141457375,-2.029195742211126,-1.3889872272289883,-0.04436642384247349,-0.019965493977953518,49,45,40,35,True,True,0.915473653006013,0.8954005722066822
103,-5.469129610791783,0.2113288666153825,5.680458477407166,-1.3030379031630734,-1.3836620432156777,-0.05680662848729185,-0.024519547190219232,49,43,41,35,True,True,0.9154699385879322,0.8953560644135199
104,-2.57125590776185,0.7377238971474699,3.30897980490932,-0.8696774758136683,-1.9668426864683564,-0.04439404605853581,-0.03183589554713941,49,47,40,36,True,True,0.9153362166799525,0.8955037742446116
105,-5.371727186965758,0.5346320190810331,5.90635920604679,-1.694978373311773,-1.535164942445305,-0.05742225040976834,-0.02180800811641449,49,45,41,35,True,True,0.9154318056913537,0.8952018959583576
106,-5.904048243579172,0.812048538545727,6.7160967821249,-1.5225440128699697,-1.9208075950437664,-0.05631354638179632,-0.0329781951570628,49,46,41,36,True,True,0.9154579844430007,0.8950108653534478
