OBJECTID,VA_NUMBER,parent_ed_2019,va_ndp,va_ucp,va_other,ed_2026_maj,ed_2026_min
1423,046,Calgary-Falconridge,96.83333333333333,52.5,3.8333333333333335,Calgary-Falconridge-Conrich,Calgary-Cross
1424,023,Banff-Kananaskis,146.0,140.0,12.0,Canmore-Banff,Canmore-Kananaskis
1425,014,Innisfail-Sylvan Lake,46.166666666666664,112.5,8.083333333333334,Sylvan Lake-Innisfail,Red Deer-Innisfail
1426,004,Airdrie-East,45.714285714285715,100.28571428571429,2.5714285714285716,Airdrie-East,Airdrie-East
1427,014,Olds-Didsbury-Three Hills,35.0,309.0,28.5,Mountain View-Kneehill,Olds-Three Hills-Didsbury
1428,008,Red Deer-South,82.75,116.0,6.25,Red Deer-South,Red Deer-Sylvan Lake
1429,054,Calgary-Shaw,82.9090909090909,104.54545454545455,1.5454545454545454,Calgary-Shaw,Calgary-South
1430,022,Edmonton-Glenora,117.5,66.5,3.5,Edmonton-Glenora-Riverview,Edmonton-Glenora-Riverview
1431,026,Airdrie-Cochrane,69.2,112.26666666666667,7.066666666666666,Cochrane-Springbank,Calgary-Nolan Hill-Cochrane
1432,007,Edmonton-Beverly-Clareview,105.25,79.75,9.5,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview
1433,006,Edmonton-McClung,112.0,67.66666666666667,8.666666666666666,Edmonton-McClung,Edmonton-McClung
1434,008,Edmonton-South West,93.8,70.8,4.2,Edmonton-Enoch,Edmonton-Enoch-Devon
1435,042,Calgary-Varsity,105.0,77.0,2.5,Calgary-Varsity,Calgary-Mountainview
1436,050,Calgary-Elbow,116.33333333333333,102.66666666666667,12.333333333333334,Calgary-Elbow,Calgary-Elbow
1437,052,Edmonton-South West,59.22222222222222,50.111111111111114,1.5555555555555556,Edmonton-Windermere,Edmonton-Windermere
1438,050,Edmonton-Castle Downs,74.5,61.875,5.125,Edmonton-Castle Downs,Edmonton-Castledowns
1439,014,Taber-Warner,8.25,85.0,8.75,Taber-Cardston,Medicine Hat-Cypress
1440,052,Peace River,19.454545454545453,38.72727272727273,2.6363636363636362,Peace River,Peace River
1441,010,Edmonton-Manning,96.75,72.5,5.5,Edmonton-Manning,Edmonton-Manning
1442,010,Grande Prairie-Wapiti,37.0,198.0,4.833333333333333,Grande Prairie-Wapiti,Grande Prairie-Wapiti
1443,016,Calgary-Bow,88.375,120.875,4.0,Calgary-Bow,Calgary-Bow-Springbank
1444,011,Calgary-Bhullar-McCall,92.0,64.0,0.0,Calgary-Bhullar-McCall,Calgary-McCall-Bhullar
1445,045,Calgary-Bow,130.66666666666666,91.0,10.5,Calgary-Bow,Calgary-Varsity
1446,048,West Yellowhead,31.692307692307693,139.69230769230768,0.0,West Yellowhead,West Yellowhead
1447,013,Edmonton-Meadows,122.33333333333333,82.0,1.0,Edmonton-Mill Woods,Edmonton-Mill Woods
1448,030,Edmonton-Ellerslie,82.0,49.5,1.0,Edmonton-Beaumont,Edmonton-Beaumont
1449,012,Calgary-Hays,97.14285714285714,118.14285714285714,5.571428571428571,Calgary-Hays,Calgary-Hays
1450,046,Camrose,44.0,179.66666666666666,30.0,Drumheller-Stettler,Camrose
1451,024,Calgary-East,43.125,61.75,5.125,Calgary-Confluence,Calgary-East
1452,013,Drumheller-Stettler,30.0,266.0,11.0,Drumheller-Stettler,Drumheller-Stettler
1453,011,Olds-Didsbury-Three Hills,39.61538461538461,141.30769230769232,18.46153846153846,Mountain View-Kneehill,Olds-Three Hills-Didsbury
1454,031,Calgary-Mountain View,137.0,48.5,4.0,Calgary-Mountain View,Calgary-Mountainview
1455,039,Red Deer-North,94.0,130.25,5.25,Red Deer-North,Red Deer-Blackfalds
1456,055,Taber-Warner,29.333333333333332,183.33333333333334,12.0,Taber-Cardston,Medicine Hat-Cypress
1457,028,Airdrie-East,53.7,103.0,5.4,Airdrie-East,Airdrie-East
1458,005,Calgary-Currie,108.25,106.5,9.0,Calgary-Currie,Calgary-Currie
1459,045,Calgary-Edgemont,61.888888888888886,77.55555555555556,4.777777777777778,Calgary-Beddington,Calgary-Edgemont
1460,026,West Yellowhead,29.923076923076923,133.07692307692307,0.0,West Yellowhead,West Yellowhead
1461,051,Edmonton-South,71.14285714285714,55.714285714285715,2.5714285714285716,Edmonton-Windermere,Edmonton-Windermere
1462,006,Calgary-East,60.0,78.5,4.5,Calgary-Confluence,Calgary-Peigan-Chestermere
1463,046,Calgary-Acadia,117.0,134.0,12.75,Calgary-Acadia,Calgary-Acadia
1464,026,Edmonton-West Henday,140.5,105.5,11.5,Edmonton-West Henday,Edmonton-West Henday
1465,042,Edmonton-Whitemud,122.25,82.75,8.0,Edmonton-Whitemud,Edmonton-Whitemud
1466,003,Calgary-Mountain View,116.0,98.25,7.5,Calgary-Mountain View,Calgary-Mountainview
1467,034,Edmonton-Gold Bar,184.0,98.66666666666667,6.333333333333333,Edmonton-Gold Bar,Edmonton-Gold Bar
1468,016,Livingstone-Macleod,40.77777777777778,118.16666666666667,10.38888888888889,High River-Vulcan-Siksika,Highwood
1469,013,Morinville-St. Albert,86.85714285714286,143.57142857142858,6.285714285714286,St. Albert-Sturgeon,St Albert-Sturgeon
1470,026,Calgary-Bow,88.75,112.5,5.0,Calgary-Bow,Calgary-Bow-Springbank
1471,012,Vermilion-Lloydminster-Wainwright,53.666666666666664,123.5,21.833333333333332,Lloydminster-Wainwright,Lloydminster-Wainwright
1472,010,Calgary-Currie,157.75,76.5,12.0,Calgary-Currie,Calgary-Currie
