ed_2019,sheet_num,poll_letter,poll_name,ballot_type,ndp_votes,ucp_votes,other_votes,valid_votes,voting_areas,lat,lon,ed_2026_majority,ed_2026_minority
Leduc-Beaumont,69,C,West Haven School,Election Day,503,887,47,1437,"028,029,030,031,032,033,038,039,040",,,,
Leduc-Beaumont,69,D,Best Western Inn & Suites,Election Day,270,502,26,798,"023,024,025,026,027",,,,
Leduc-Beaumont,69,E,École Corinthia Park School,Election Day,384,640,57,1081,"052,053,054,055,056",,,,
Leduc-Beaumont,69,F,Beaumont Sport & Rec Centre,Election Day,590,811,40,1441,"001,002,004,010,011,012,013",,,,
Leduc-Beaumont,69,G,École Coloniale Estates School,Election Day,679,786,30,1495,"003,005,006,007,008,009",,,,
Leduc-Beaumont,69,H,École Beau Meadow School,Election Day,342,490,15,847,"016,017,018,019",,,,
Leduc-Beaumont,69,I,Mother D'Youville School,Election Day,441,579,28,1048,"014,015,020,021,022",,,,
Leduc-Beaumont,69,J,Caledonia Park School,Election Day,478,862,57,1397,"046,047,048,049,050,051",,,,
Leduc-Beaumont,69,K,École Notre Dame School,Election Day,313,535,37,885,"057,058,059,060",,,,
Leduc-Beaumont,69,,Beaumont Sport & Rec Centre,Advance,2171,2160,79,4410,,,,,
Leduc-Beaumont,69,,Best Western Plus Edmonton Airport Hotel,Advance,1457,2174,123,3754,,,,,
Leduc-Beaumont,69,,Comfort Inn & Suites,Advance,40,110,3,153,,,,,
Leduc-Beaumont,69,,Daystar Church,Advance,821,1407,54,2282,,,,,
Leduc-Beaumont,69,,Edmonton International Airport,Advance,63,60,4,127,,,,,
Leduc-Beaumont,69,,Vote Anywhere (Out of ED),Advance,188,301,5,494,,,,,
Leduc-Beaumont,69,,"Chateau Vitaline, Place Beausejour",Mobile,35,45,3,83,,,,,
Leduc-Beaumont,69,,"Extendicare Nursing Home, Salem Manor Nursing Home",Mobile,7,27,6,40,,,,,
Leduc-Beaumont,69,,Leduc Hub Community Shelter,Mobile,1,6,5,12,,,,,
Leduc-Beaumont,69,,"Lifestyle Options Leduc, Planeview Place",Mobile,40,48,13,101,,,,,
Leduc-Beaumont,69,,Returning Office,Special Ballot,292,346,7,645,,,,,
Leduc-Beaumont,69,,Centralized,Special Ballot,72,63,2,137,,,,,
Lesser Slave Lake,70,A,Banana Belt Hall,Election Day,5,52,2,59,"020,021",,,,
Lesser Slave Lake,70,B,Joussard Homesteaders Hall,Election Day,53,73,3,129,018,,,,
Lesser Slave Lake,70,C,Driftpile Church Addition,Election Day,103,11,1,115,017,,,,
Lesser Slave Lake,70,D,Enilda Community Hall,Election Day,29,104,2,135,028,,,,
Lesser Slave Lake,70,E,Royal Canadian Legion Br. 37,Election Day,247,439,15,701,"019,023,024,025,026,027",,,,
Lesser Slave Lake,70,F,Sunset House Community Centre,Election Day,11,36,2,49,022,,,,
Lesser Slave Lake,70,G,Prairie Echo Community Hall,Election Day,22,81,1,104,040,,,,
Lesser Slave Lake,70,H,Mamowintowin Hall,Election Day,0,0,0,0,043,,,,
Lesser Slave Lake,70,I,Northern Lakes College - Peavine Campus,Election Day,44,40,1,85,041,,,,
Lesser Slave Lake,70,J,Ventures Hall,Election Day,27,6,1,34,044,,,,
Lesser Slave Lake,70,K,Salt Prairie Hall,Election Day,11,22,3,36,039,,,,
Lesser Slave Lake,70,L,Kapawe'No Community Hall,Election Day,51,20,0,71,030,,,,
Lesser Slave Lake,70,M,Sucker Creek Band Office,Election Day,69,27,1,97,029,,,,
Lesser Slave Lake,70,N,Whitefish Lake Band Office,Election Day,39,24,2,65,038,,,,
Lesser Slave Lake,70,O,Clarence Jaycox School,Election Day,11,30,1,42,"045,050",,,,
Lesser Slave Lake,70,P,Red Earth Creek Community Hall,Election Day,5,62,0,67,046,,,,
Lesser Slave Lake,70,Q,Peerless Lake Community Hall,Election Day,15,26,0,41,049,,,,
Lesser Slave Lake,70,R,Trout Lake Community Hall,Election Day,10,23,0,33,047,,,,
Lesser Slave Lake,70,S,Wabasca Community Hall,Election Day,171,110,5,286,"032,033,034,035,036,037,048,051",,,,
Lesser Slave Lake,70,T,Calling Lake Community Complex,Election Day,49,59,5,113,"001,002",,,,
Lesser Slave Lake,70,U,Sandy Lake Community Hall,Election Day,14,25,0,39,031,,,,
Lesser Slave Lake,70,V,Gift Lake Youth Centre,Election Day,45,39,4,88,042,,,,
Lesser Slave Lake,70,W,Smith Community Complex & Arena,Election Day,40,234,3,277,"003,004",,,,
Lesser Slave Lake,70,X,Faust Multicultural Gathering Place,Election Day,49,73,4,126,016,,,,
Lesser Slave Lake,70,Y,Kinuso Seniors Center,Election Day,74,220,4,298,015,,,,
Lesser Slave Lake,70,Z,Northern Lakes College - Slave Lake Campus,Election Day,271,855,12,1138,"005,006,007,008,009,010,011,012,013",,,,
Lesser Slave Lake,70,AA,Widewater Community Complex,Election Day,67,219,4,290,014,,,,
Lesser Slave Lake,70,,Northern Lakes College - Slave Lake Campus,Advance,495,1294,23,1812,,,,,
Lesser Slave Lake,70,,"Red Earth Creek, Wabasca",Advance,57,60,3,120,,,,,
Lesser Slave Lake,70,,Royal Canadian Legion Br. 37,Advance,369,654,16,1039,,,,,
Lesser Slave Lake,70,,Vote Anywhere (Out of ED),Advance,58,111,3,172,,,,,
Lesser Slave Lake,70,,"Elks Rodeo Hall, Lakeside Sports & Rec Centre",Mobile,14,14,0,28,,,,,
Lesser Slave Lake,70,,"High Prairie Health Complex, JB Woods, Pleasantview Lodge, Slave Lake LTC, Sweetgrass, Vanderwell Heritage Place",Mobile,25,53,6,84,,,,,
Lesser Slave Lake,70,,The Woodland Cree First Nation Band Office,Mobile,20,27,4,51,,,,,
Lesser Slave Lake,70,,Returning Office,Special Ballot,50,48,0,98,,,,,
Lesser Slave Lake,70,,Centralized,Special Ballot,16,0,13,29,,,,,
Lethbridge-East,71,A,College Drive Community Church,Election Day,170,286,16,472,"050,057,058",,,,
Lethbridge-East,71,B,McKillop United Church,Election Day,357,416,18,791,"046,047,048,049",,,,
Lethbridge-East,71,C,Lethbridge Multicultural Moose Association,Election Day,239,226,14,479,"023,024,028,029",,,,
Lethbridge-East,71,D,Trinity Reformed Church,Election Day,974,1319,55,2348,"001,002,003,004,005,006,007,008,009,010",,,,
Lethbridge-East,71,E,Park Meadows Baptist Church,Election Day,571,709,39,1319,"011,012,013,014,015,016,017,018",,,,
Lethbridge-East,71,F,Nord Bridge Senior Citizens Association,Election Day,278,332,21,631,"019,020,021,022",,,,
Lethbridge-East,71,G,Sandman Hotel Lethbridge,Election Day,568,570,24,1162,"030,031,032,033,034,035,036,037",,,,
Lethbridge-East,71,H,Westminster Neighborhood Association,Election Day,164,194,7,365,"025,026,027",,,,
Lethbridge-East,71,I,All Saints Roman Catholic Parish Hall,Election Day,279,340,20,639,"038,039,040,041",,,,
Lethbridge-East,71,J,City Light Church,Election Day,312,373,17,702,"042,043,044,045",,,,
Lethbridge-East,71,K,Holiday Inn Lethbridge,Election Day,352,527,26,905,"051,052,053,055,056",,,,
Lethbridge-East,71,L,Parkbridge Estates,Election Day,168,301,15,484,"059,060,061,064",,,,
Lethbridge-East,71,M,Dr. Robert Plaxton School,Election Day,194,307,12,513,"054,062,063",,,,
Lethbridge-East,71,,Parkbridge Estates,Advance,1937,2050,68,4055,,,,,
Lethbridge-East,71,,"Westminister, Salvation Army",Advance,1885,1452,47,3384,,,,,
Lethbridge-East,71,,Vote Anywhere (Out of ED),Advance,1195,880,42,2117,,,,,
Lethbridge-East,71,,Adaptacare,Mobile,7,4,0,11,,,,,
Lethbridge-East,71,,Alberta Rose Lodge,Mobile,12,16,1,29,,,,,
Lethbridge-East,71,,Blue Sky Lodge,Mobile,8,25,1,34,,,,,
Lethbridge-East,71,,Chinook Regional Hospital,Mobile,49,32,10,91,,,,,
Lethbridge-East,71,,Elim Village,Mobile,6,28,0,34,,,,,
Lethbridge-East,71,,Extendicare Fairmont,Mobile,20,18,8,46,,,,,
Lethbridge-East,71,,Golden Acres Lodge,Mobile,9,15,2,26,,,,,
Lethbridge-East,71,,Legacy Lodge,Mobile,5,5,9,19,,,,,
Lethbridge-East,71,,Martha's House,Mobile,36,45,4,85,,,,,
Lethbridge-East,71,,Park Meadows Village & Cottages,Mobile,8,6,1,15,,,,,
Lethbridge-East,71,,St. Michael's Health CC,Mobile,13,13,2,28,,,,,
Lethbridge-East,71,,St. Therese Villa,Mobile,26,26,4,56,,,,,
Lethbridge-East,71,,Returning Office,Special Ballot,420,399,4,823,,,,,
Lethbridge-East,71,,Centralized,Special Ballot,100,84,1,185,,,,,
Lethbridge-West,72,A,Coalbanks School,Election Day,594,554,47,1195,"015,016,017,018,019",,,,
Lethbridge-West,72,B,Maranatha Christian Reformed Church,Election Day,601,560,54,1215,"013,014,023,026,027",,,,
Lethbridge-West,72,C,Children of St. Martha School,Election Day,350,232,29,611,"020,021,022",,,,
Lethbridge-West,72,D,Cor Van Raay YMCA,Election Day,567,603,34,1204,"040,041,042,043,044",,,,
Lethbridge-West,72,E,Mike Mountain Horse School,Election Day,391,406,33,830,"033,035,036,037",,,,
Lethbridge-West,72,F,G.S. Lakie School,Election Day,330,270,26,626,"034,038,039",,,,
Lethbridge-West,72,G,Father Leonard Van Tighem School,Election Day,524,567,43,1134,"031,032,045,046,047",,,,
Lethbridge-West,72,H,Italian Canadian Cultural Centre,Election Day,545,609,57,1211,"001,002,003,049,050",,,,
Lethbridge-West,72,I,Southern Alberta Ethnic Association,Election Day,158,123,17,298,"004,005,048",,,,
Lethbridge-West,72,J,University Drive Alliance Church,Election Day,316,283,32,631,"024,025,030",,,,
Lethbridge-West,72,K,St. Patrick Fine Arts School,Election Day,501,583,28,1112,"010,011,012,028,029",,,,
Lethbridge-West,72,L,Fleetwood Bawden School,Election Day,524,340,35,899,"006,007,008,009",,,,
Lethbridge-West,72,,"Ethnic Association, Centre Village Mall",Advance,791,396,34,1221,,,,,
Lethbridge-West,72,,University Drive Alliance Church,Advance,2845,2087,141,5073,,,,,
Lethbridge-West,72,,"YMCA, Park Place, UofL",Advance,1889,993,83,2965,,,,,
Lethbridge-West,72,,Vote Anywhere (Out of ED),Advance,560,494,30,1084,,,,,
Lethbridge-West,72,,"Age Care Columbia, Streets Alive, The View, YMCA Harbour",Mobile,39,60,19,118,,,,,
Lethbridge-West,72,,"Black Rock, Buffalo Grace, Garden View, Heritage, Lethbridge Wellness, Alcare Manor",Mobile,71,68,30,169,,,,,
Lethbridge-West,72,,"Edith Cavell, Good Samaritan, Pemmican, Seasons Gardens",Mobile,72,88,19,179,,,,,
Lethbridge-West,72,,Returning Office,Special Ballot,281,150,7,438,,,,,
Lethbridge-West,72,,Centralized,Special Ballot,133,59,2,194,,,,,
Livingstone-Macleod,73,A,Coal Fields School Community Centre,Election Day,37,116,5,158,065,,,,
Livingstone-Macleod,73,B,Twin Butte Community Hall,Election Day,55,120,13,188,066,,,,
Livingstone-Macleod,73,C,Bellecrest Seniors Centre,Election Day,134,369,30,533,062,,,,
Livingstone-Macleod,73,D,Blairmore Lion's Pride,Election Day,133,294,31,458,063,,,,
Livingstone-Macleod,73,E,Coleman Seniors Drop In,Election Day,180,344,42,566,064,,,,
Livingstone-Macleod,73,F,Eden Valley Wellness Centre,Election Day,19,2,3,24,"002,003",,,,
Livingstone-Macleod,73,G,Longview Community Hall,Election Day,81,333,14,428,"001,004,028",,,,
Livingstone-Macleod,73,H,MD of Ranchland Office,Election Day,10,74,1,85,"029,046",,,,
Livingstone-Macleod,73,I,Lundbreck Community Hall,Election Day,81,284,19,384,"059,060,061",,,,
Livingstone-Macleod,73,J,Cayley IOOF Lodge,Election Day,76,306,22,404,"025,026,027",,,,
Livingstone-Macleod,73,K,Heritage Inn Hotel & Convention Centre,Election Day,734,2127,187,3048,"005,008,009,010,011,012,013,014,015,016,017,018,019,020,021,022,023,024",,,,
Livingstone-Macleod,73,L,Blackie IOOF Hall,Election Day,60,234,23,317,"006,007",,,,
Livingstone-Macleod,73,M,Kozy Korner,Election Day,156,575,94,825,"030,031,032,033,034,035",,,,
Livingstone-Macleod,73,N,Stavely Arena,Election Day,70,347,48,465,"036,038",,,,
Livingstone-Macleod,73,O,Granum Drop In Centre,Election Day,76,318,40,434,045,,,,
Livingstone-Macleod,73,P,Claresholm Social Centre,Election Day,261,643,149,1053,"037,039,040,041,042,043,044",,,,
Livingstone-Macleod,73,Q,Pincher Creek Community Hall,Election Day,261,751,53,1065,"056,058,067,068,069,070,071,072,073,074,075,076",,,,
Livingstone-Macleod,73,R,Piikani Nation Administration Conference Room,Election Day,102,13,8,123,"055,057",,,,
Livingstone-Macleod,73,S,Fort Macleod & District Community Hall,Election Day,241,905,64,1210,"047,048,049,050,051,052,053,054",,,,
Livingstone-Macleod,73,,"Bellevue, Blairmore, Coleman, Hillcrest",Advance,409,831,83,1323,,,,,
Livingstone-Macleod,73,,Claresholm Social Centre,Advance,392,903,131,1426,,,,,
Livingstone-Macleod,73,,Fort Macleod & District Community Hall,Advance,286,681,41,1008,,,,,
Livingstone-Macleod,73,,Heritage Inn Hotel & Convention Centre,Advance,1316,3063,227,4606,,,,,
Livingstone-Macleod,73,,Kozy Korner,Advance,219,753,89,1061,,,,,
Livingstone-Macleod,73,,Longview Community Hall,Advance,69,205,13,287,,,,,
Livingstone-Macleod,73,,Ramada Hotel,Advance,530,912,66,1508,,,,,
Livingstone-Macleod,73,,Vote Anywhere (Out of ED),Advance,131,371,24,526,,,,,
Livingstone-Macleod,73,,"Abbey Field House, High River General Hospital, Medicine Tree Manor",Mobile,31,69,16,116,,,,,
Livingstone-Macleod,73,,"Claresholm Centre for Mental Health, Claresholm Hospital, Porcupine Hills Lodge, Willow Creek Auxillary",Mobile,30,45,30,105,,,,,
Livingstone-Macleod,73,,"Cottonwood Village, Ladner Treatment Centre, Madison Manor, Silver Willow Lodge",Mobile,20,49,15,84,,,,,
Livingstone-Macleod,73,,"Crestview Village, Good Sam Vista Village, Pincher Creek Health Centre, Whispering Winds Village",Mobile,40,55,7,102,,,,,
Livingstone-Macleod,73,,"Crowsnest Health Centre, Peak to Pine Lodge, Tecumseh Mountain, Westwind Apts",Mobile,9,30,7,46,,,,,
Livingstone-Macleod,73,,"Extendicare Fort Macleod, Foothills Detox Centre, Fort Mcleod Health Centre, Pioneer Lodge",Mobile,21,23,12,56,,,,,
Livingstone-Macleod,73,,"Spitzee House, Soderberg House, Seasons",Mobile,22,71,23,116,,,,,
Livingstone-Macleod,73,,Returning Office,Special Ballot,137,200,17,354,,,,,
Livingstone-Macleod,73,,Centralized,Special Ballot,63,75,5,143,,,,,
Maskwacis-Wetaskiwin,74,A,Montana First Nation Band Office,Election Day,58,4,3,65,003,,,,
Maskwacis-Wetaskiwin,74,B,Wetaskiwin Memorial Arts Centre,Election Day,256,631,41,928,"015,016,021,022,023",,,,
Maskwacis-Wetaskiwin,74,C,Chief Peter Bull Health & Wellness Memorial Centre,Election Day,35,5,1,41,007,,,,
Maskwacis-Wetaskiwin,74,D,Ma-Me-O Beach Community Hall,Election Day,105,217,9,331,"009,010",,,,
Maskwacis-Wetaskiwin,74,E,Mulhurst Bay Community Centre,Election Day,182,694,43,919,"011,012,013",,,,
Maskwacis-Wetaskiwin,74,F,Millet Community Hall,Election Day,309,935,79,1323,"032,033,034,035",,,,
Maskwacis-Wetaskiwin,74,G,Falun Community Hall,Election Day,93,596,48,737,"008,014",,,,
Maskwacis-Wetaskiwin,74,H,Cloverlawn Community Center,Election Day,98,445,40,583,"031,036,037",,,,
Maskwacis-Wetaskiwin,74,I,Looma Community Hall,Election Day,248,812,46,1106,"040,041,042,043,044",,,,
Maskwacis-Wetaskiwin,74,J,New Sarepta Agriplex,Election Day,168,588,37,793,"039,045,046",,,,
Maskwacis-Wetaskiwin,74,K,Hay Lakes Rec Center,Election Day,131,315,29,475,"038,047",,,,
Maskwacis-Wetaskiwin,74,L,Wetaskiwin Civic Centre Drill Hall,Election Day,294,777,61,1132,"017,018,019,020,028,029",,,,
Maskwacis-Wetaskiwin,74,M,Calvary Baptist Church,Election Day,264,515,28,807,"024,025,026,027",,,,
Maskwacis-Wetaskiwin,74,N,Maskwacis Mall,Election Day,362,37,17,416,"002,004,005,006",,,,
Maskwacis-Wetaskiwin,74,O,Little Beaver Hi U Seniors Centre,Election Day,48,257,23,328,"001,030",,,,
Maskwacis-Wetaskiwin,74,,"Hay Lakes, Looma, Millet",Advance,306,833,45,1184,,,,,
Maskwacis-Wetaskiwin,74,,"Louis Bull, Ma-Me-O Beach, Maskwacis Mall, Montana",Advance,190,293,21,504,,,,,
Maskwacis-Wetaskiwin,74,,Wetaskiwin Memorial Arts Centre,Advance,956,2004,123,3083,,,,,
Maskwacis-Wetaskiwin,74,,Vote Anywhere (Out of ED),Advance,554,1386,70,2010,,,,,
Maskwacis-Wetaskiwin,74,,"Good Shepherd, Hope Mission, Neighbours Outreach, Peace Hills, Seasons Wetaskiwin",Mobile,31,61,14,106,,,,,
Maskwacis-Wetaskiwin,74,,"Madyson, Sagebrush, Wetaskiwin Hospital, Wetaskiwin Meadows",Mobile,26,55,6,87,,,,,
Maskwacis-Wetaskiwin,74,,Returning Office,Special Ballot,55,132,7,194,,,,,
Maskwacis-Wetaskiwin,74,,Centralized,Special Ballot,32,48,2,82,,,,,
Morinville-St. Albert,75,A,Kenosayo Elementary School,Election Day,480,304,20,804,"043,044,045",,,,
Morinville-St. Albert,75,B,Red Willow Community Church,Election Day,610,579,40,1229,"038,039,040,041,042",,,,
Morinville-St. Albert,75,C,Christ Community Church,Election Day,366,296,11,673,"046,048,054",,,,
Morinville-St. Albert,75,D,École Alexandre Tache School,Election Day,436,393,19,848,"047,049,050,051",,,,
Morinville-St. Albert,75,E,Cardiff Community Hall,Election Day,214,321,26,561,"020,021,022",,,,
Morinville-St. Albert,75,F,Morinville Rendez Vous Centre,Election Day,242,368,35,645,"014,015,016",,,,
Morinville-St. Albert,75,G,Morinville Community Cultural Centre,Election Day,608,1005,44,1657,"010,011,012,013,017,018,019",,,,
Morinville-St. Albert,75,H,Lois E. Hole School,Election Day,772,578,37,1387,"052,053,055,056,057",,,,
Morinville-St. Albert,75,I,Bon Accord Community School,Election Day,305,450,33,788,"023,024,025",,,,
Morinville-St. Albert,75,J,Club 60 Roses,Election Day,226,506,40,772,"006,007,008,009",,,,
Morinville-St. Albert,75,K,Redwater & District Pioneer Club,Election Day,180,460,40,680,"001,002,003,004",,,,
Morinville-St. Albert,75,L,Gibbons Community Cultural Centre,Election Day,180,411,23,614,"005,026,027",,,,
Morinville-St. Albert,75,M,Royal Canadian Legion - Gibbons,Election Day,243,472,32,747,"028,029,030",,,,
Morinville-St. Albert,75,N,Namao Community Hall,Election Day,181,277,25,483,"031,032",,,,
Morinville-St. Albert,75,O,Pinnacle Ridge Community Centre,Election Day,289,620,26,935,"035,036,037",,,,
Morinville-St. Albert,75,P,Sturgeon Valley Golf & Country Club,Election Day,256,381,23,660,"033,034",,,,
Morinville-St. Albert,75,,Gibbons Community Cultural Centre,Advance,406,665,31,1102,,,,,
Morinville-St. Albert,75,,Morinville Rendez Vous Centre,Advance,1283,1649,87,3019,,,,,
Morinville-St. Albert,75,,Redwater & District Pioneer Club,Advance,260,564,34,858,,,,,
Morinville-St. Albert,75,,Servus Credit Union Place,Advance,1600,1154,55,2809,,,,,
Morinville-St. Albert,75,,Vote Anywhere (Out of ED),Advance,2091,1607,98,3796,,,,,
Morinville-St. Albert,75,,"Aspen, Chateau, Citadel, Diamond, Heritage, Poundmaker's, Redwater Health, Spruce View",Mobile,52,83,14,149,,,,,
Morinville-St. Albert,75,,"Everitt Gardens, Sturgeon Hospital",Mobile,38,48,11,97,,,,,
Morinville-St. Albert,75,,Returning Office,Special Ballot,302,208,13,523,,,,,
Morinville-St. Albert,75,,Centralized,Special Ballot,108,73,3,184,,,,,
Olds-Didsbury-Three Hills,76,A,Crossfield & District Community Centre,Election Day,309,1085,63,1457,"039,040,041,042",,,,
Olds-Didsbury-Three Hills,76,B,Irricana K.I.K. Seniors Centre,Election Day,133,493,61,687,"045,046",,,,
Olds-Didsbury-Three Hills,76,C,Hugh Sutherland School,Election Day,270,1180,102,1552,"032,033,034,035,036",,,,
Olds-Didsbury-Three Hills,76,D,Royal Canadian Legion Br. 172,Election Day,128,601,24,753,"037,038",,,,
Olds-Didsbury-Three Hills,76,E,Didsbury Memorial Complex,Election Day,471,1705,133,2309,"018,019,020,021,022,023,024",,,,
Olds-Didsbury-Three Hills,76,F,Deer Meadow School,Election Day,515,1837,240,2592,"001,002,003,004,005,006,007,008,009,010,011,012,017",,,,
Olds-Didsbury-Three Hills,76,G,Wimborne Community Centre,Election Day,54,358,32,444,"013,016",,,,
Olds-Didsbury-Three Hills,76,H,Linden Community Centre,Election Day,64,524,40,628,"025,031",,,,
Olds-Didsbury-Three Hills,76,I,Acme Community Centre,Election Day,50,357,31,438,043,,,,
Olds-Didsbury-Three Hills,76,J,Trochu Community Centre,Election Day,70,618,57,745,"014,015",,,,
Olds-Didsbury-Three Hills,76,K,Three Hills Community Centre,Election Day,113,798,50,961,"026,027,028,029",,,,
Olds-Didsbury-Three Hills,76,L,Carbon Community Centre,Election Day,46,374,33,453,030,,,,
Olds-Didsbury-Three Hills,76,M,Dalum Community Hall,Election Day,18,135,7,160,048,,,,
Olds-Didsbury-Three Hills,76,N,Beiseker Community Centre,Election Day,82,383,21,486,044,,,,
Olds-Didsbury-Three Hills,76,O,Rockyford Community Centre,Election Day,62,265,29,356,047,,,,
Olds-Didsbury-Three Hills,76,P,Standard Community Hall,Election Day,73,416,55,544,"050,051",,,,
Olds-Didsbury-Three Hills,76,Q,Hussar Community Hall,Election Day,23,224,9,256,049,,,,
Olds-Didsbury-Three Hills,76,,"Crossfield, Carstairs",Advance,631,1861,108,2600,,,,,
Olds-Didsbury-Three Hills,76,,Olds Regional Exhibition - Cow Palace,Advance,905,2597,165,3667,,,,,
Olds-Didsbury-Three Hills,76,,Rockyford Community Centre,Advance,15,71,10,96,,,,,
Olds-Didsbury-Three Hills,76,,Three Hills Community Centre,Advance,159,1041,74,1274,,,,,
Olds-Didsbury-Three Hills,76,,Vote Anywhere (Out of ED),Advance,232,813,43,1088,,,,,
Olds-Didsbury-Three Hills,76,,"Aspen, Bethany, Chinook, Didsbury Hospital, Rocky View Lodge",Mobile,20,69,14,103,,,,,
Olds-Didsbury-Three Hills,76,,"Chateau, Golden Hills, Linden, St. Mary's, Three Hills Hospital, Westview Linden",Mobile,9,98,9,116,,,,,
Olds-Didsbury-Three Hills,76,,"Mount View, Olds Hospital, Seasons Encore, Seasons Olds",Mobile,17,104,6,127,,,,,
Olds-Didsbury-Three Hills,76,,Returning Office,Special Ballot,42,151,9,202,,,,,
Olds-Didsbury-Three Hills,76,,Centralized,Special Ballot,42,70,3,115,,,,,
Peace River,77,A,Grimshaw Royal Canadian Legion,Election Day,227,709,46,982,"013,014,015,016",,,,
Peace River,77,B,Marie Reine Cultural Centre,Election Day,15,79,2,96,003,,,,
Peace River,77,C,Peace River Seniors Centre,Election Day,88,98,10,196,006,,,,
Peace River,77,D,Misery Mountain Ski Hill,Election Day,186,342,14,542,"010,011,012",,,,
Peace River,77,E,Baytex Energy Centre,Election Day,239,323,29,591,"007,008,009",,,,
Peace River,77,F,Weberville Community Hall,Election Day,86,250,14,350,018,,,,
Peace River,77,G,Warrensville Community Hall,Election Day,38,180,10,228,017,,,,
Peace River,77,H,Dixonville Golden Age Centre,Election Day,22,143,11,176,019,,,,
Peace River,77,I,Keg River Community Hall,Election Day,8,17,3,28,026,,,,
Peace River,77,J,Mackenzie County Bldg,Election Day,4,12,1,17,060,,,,
Peace River,77,K,Hotchkiss Community Hall,Election Day,11,60,5,76,025,,,,
Peace River,77,L,Paddle Prairie Seniors Centre,Election Day,28,35,8,71,027,,,,
Peace River,77,M,Manning Legion Hall,Election Day,54,353,15,422,"021,022,023,024",,,,
Peace River,77,N,Deadwood Community Hall,Election Day,8,70,3,81,020,,,,
Peace River,77,O,Hill Crest Community School,Election Day,1,64,2,67,039,,,,
Peace River,77,P,Florence MacDougall Community School,Election Day,214,426,29,669,"042,043,044,050,051,052,053,054,055,056,057",,,,
Peace River,77,Q,Meander River Complex,Election Day,11,8,2,21,"058,059",,,,
Peace River,77,R,Rocky Lane Community Hall,Election Day,55,70,10,135,"045,046,047,048,049",,,,
Peace River,77,S,Fort Vermilion Legion Hall,Election Day,67,100,7,174,"030,040,041",,,,
Peace River,77,T,Tallcree Health Centre,Election Day,3,1,0,4,029,,,,
Peace River,77,U,Northern Lights Rec Centre,Election Day,12,186,12,210,"033,034,035,036,037,038",,,,
Peace River,77,V,Tallcree Band Office,Election Day,7,3,0,10,031,,,,
Peace River,77,W,St. Isidore Cultural Centre,Election Day,71,147,11,229,004,,,,
Peace River,77,X,Nampa Golden Pioneers Centre,Election Day,38,229,21,288,002,,,,
Peace River,77,Y,McKinney Hall,Election Day,22,69,3,94,005,,,,
Peace River,77,Z,Buffalo Head Prairie School,Election Day,1,53,2,56,"028,032",,,,
Peace River,77,AA,Harmon Valley Hall,Election Day,15,45,6,66,001,,,,
Peace River,77,,High Level Town Office,Advance,170,377,22,569,,,,,
Peace River,77,,La Crête Satellite Office,Advance,53,2285,68,2406,,,,,
Peace River,77,,Manning Legion Hall,Advance,73,341,14,428,,,,,
Peace River,77,,Returning Office Peace River,Advance,570,815,63,1448,,,,,
Peace River,77,,Vote Anywhere (Out of ED),Advance,39,140,8,187,,,,,
Peace River,77,,"Eagles Nest Ministry Centre, Four Chiefs Office - Dene Tha’, High Level Town Office Council Chambers, Old Health Centre Bldg - John D'Or",Mobile,47,37,2,86,,,,,
Peace River,77,,"Heimstaed Lodge, La Crête Community Health Centre, Mackenzie House, North West Health Centre, St. Theresa General Hospital, White Spruce Village II",Mobile,12,27,15,54,,,,,
Peace River,77,,"Del-Air Lodge, Grimshaw District Community Health, Heritage Towers Peace River, Manning Community Health Centre, Peace River Community Health Centre, Points West Living Peace River, Stone Brook, Sutherland Centre",Mobile,31,63,11,105,,,,,
Peace River,77,,Returning Office,Special Ballot,36,50,2,88,,,,,
Peace River,77,,Centralized,Special Ballot,25,29,3,57,,,,,
Red Deer-North,78,A,Impact Life Church,Election Day,238,375,54,667,"001,007,008,009",,,,
Red Deer-North,78,B,Victory Church,Election Day,201,449,25,675,"003,005,006",,,,
Red Deer-North,78,C,Parkland Class Community Services,Election Day,133,317,17,467,"002,004",,,,
Red Deer-North,78,D,St. Teresa of Avila School,Election Day,238,421,47,706,"018,020,021,024",,,,
Red Deer-North,78,E,Northside Community Centre YMCA,Election Day,219,505,40,764,"014,015,016,017",,,,
Red Deer-North,78,F,Normandeau School,Election Day,239,446,40,725,"019,022,023,025",,,,
Red Deer-North,78,G,Elks Lodge,Election Day,196,322,33,551,"010,011,012,013",,,,
Red Deer-North,78,H,Kentwood Alliance Church,Election Day,243,644,43,930,"031,032,033,034",,,,
Red Deer-North,78,I,St. Joseph High School,Election Day,376,521,21,918,"039,040,041,042",,,,
Red Deer-North,78,J,Pines Alternative School,Election Day,117,197,17,331,"029,030",,,,
Red Deer-North,78,K,Balmoral Bible Chapel,Election Day,484,728,30,1242,"043,044,046,047",,,,
Red Deer-North,78,L,Festival Hall,Election Day,251,273,24,548,"026,027,028",,,,
Red Deer-North,78,M,École Camille J. Lerouge School,Election Day,294,425,41,760,"035,036,037,038",,,,
Red Deer-North,78,N,Davenport Church of Christ,Election Day,301,475,22,798,"045,048,049",,,,
Red Deer-North,78,,Elks Lodge,Advance,964,1336,78,2378,,,,,
Red Deer-North,78,,Parkland Mall,Advance,1723,2162,114,3999,,,,,
Red Deer-North,78,,Vote Anywhere (Out of ED),Advance,592,591,27,1210,,,,,
