parent_ed_2019,VA_NUMBER,election_day_ndp,election_day_ucp,apportioned_advance_ndp,apportioned_advance_ucp,full_ndp,full_ucp,pct_advance_ndp
Calgary-Elbow,6,85.66666666666667,88.33333333333333,92.9604851700938,83.33137496446507,178.62715183676048,171.6647082977984,52.04
Edmonton-Riverview,13,202.75,102.75,95.53270375883884,31.294705991812425,298.2827037588388,134.04470599181244,32.03
Fort McMurray-Lac La Biche,31,30.0,140.0,25.168902537578795,61.96056246969452,55.168902537578795,201.96056246969454,45.62
Vermilion-Lloydminster-Wainwright,50,33.857142857142854,151.85714285714286,24.920365106346512,86.44135586441357,58.77750796348937,238.29849872155643,42.4
Fort Saskatchewan-Vegreville,35,57.0,114.5,50.7560544524669,62.68727436823106,107.7560544524669,177.18727436823104,47.1
Calgary-Foothills,23,107.5,115.5,114.77185778668002,106.62013019529294,222.27185778668002,222.12013019529294,51.64
Athabasca-Barrhead-Westlock,24,56.166666666666664,148.0,39.69220310691113,86.31034111407266,95.8588697735778,234.31034111407266,41.41
Airdrie-Cochrane,41,75.85714285714286,111.85714285714286,67.45468907798299,101.16889479946803,143.31183193512584,213.0260376566109,47.07
Lesser Slave Lake,20,2.5,26.0,6.711166141377758,13.794461954074741,9.211166141377758,39.79446195407474,72.86
Calgary-Shaw,13,54.75,63.0,26.343404608827566,34.6708805894676,81.09340460882757,97.6708805894676,32.49
Calgary-Falconridge,29,69.5,55.75,59.1008828596038,36.96726959517657,128.60088285960381,92.71726959517656,45.96
Fort Saskatchewan-Vegreville,63,75.0,98.0,51.199984957882066,63.23555956678701,126.19998495788207,161.235559566787,40.57
Fort Saskatchewan-Vegreville,32,46.333333333333336,131.66666666666666,52.67975330926595,65.06317689530685,99.01308664259929,196.7298435619735,53.2
Edmonton-Strathcona,10,161.5,33.75,81.87756938799211,16.91516664731158,243.3775693879921,50.66516664731158,33.64
Calgary-West,44,74.375,121.125,100.67773862576435,129.85381904860608,175.05273862576433,250.97881904860608,57.51
Calgary-Klein,46,72.0,96.66666666666667,50.135955374870015,40.23314739529168,122.13595537487001,136.89981406195835,41.05
Bonnyville-Cold Lake-St. Paul,16,24.666666666666668,200.0,43.094345825115056,118.49283366206444,67.76101249178173,318.4928336620644,63.6
Calgary-Varsity,3,136.6,123.4,116.61106074342705,78.40072529465097,253.21106074342703,201.800725294651,46.05
West Yellowhead,24,29.923076923076923,133.07692307692307,48.09525653436594,100.0406582768635,78.01833345744286,233.11758135378656,61.65
Calgary-Currie,17,93.83333333333333,90.0,59.24792153806183,39.83294362171992,153.08125487139517,129.83294362171992,38.7
Calgary-Currie,1,93.83333333333333,90.0,59.24792153806183,39.83294362171992,153.08125487139517,129.83294362171992,38.7
Red Deer-North,21,59.5,105.25,51.711103032820944,67.41950560864147,111.21110303282094,172.6695056086415,46.5
Edmonton-Glenora,3,135.75,58.75,77.57240370550949,22.645831301803998,213.3224037055095,81.395831301804,36.36
Calgary-Beddington,43,84.33333333333333,81.66666666666667,65.37490039840637,58.19920318725099,149.7082337317397,139.86586985391767,43.67
Calgary-Lougheed,11,85.8,117.0,55.89984797099755,87.67999064436908,141.69984797099755,204.67999064436907,39.45
Calgary-Varsity,10,136.6,123.4,116.61106074342705,78.40072529465097,253.21106074342703,201.800725294651,46.05
Calgary-Varsity,5,136.6,123.4,116.61106074342705,78.40072529465097,253.21106074342703,201.800725294651,46.05
Vermilion-Lloydminster-Wainwright,52,27.5,130.5,21.2014798520148,73.54164583541647,48.7014798520148,204.0416458354165,43.53
Calgary-Bhullar-McCall,29,92.8,80.2,50.236489471359164,35.69032543071713,143.03648947135918,115.89032543071713,35.12
Calgary-Acadia,53,53.0,31.5,34.59486905398183,35.528238018884736,87.59486905398182,67.02823801888474,39.49
Calgary-North,2,108.0,102.5,49.47501372872049,49.417215815485996,157.47501372872048,151.917215815486,31.42
Lacombe-Ponoka,18,34.5,215.0,63.31356179011746,142.4191826036308,97.81356179011746,357.4191826036308,64.73
Taber-Warner,52,7.0,156.33333333333334,24.35723629444643,96.88508344234351,31.35723629444643,253.21841677567687,77.68
Calgary-Glenmore,6,91.83333333333333,102.83333333333333,93.89119486413193,91.46715368863796,185.72452819746525,194.3004870219713,50.55
Calgary-Glenmore,16,144.16666666666666,133.5,133.92357075654436,130.4659914771155,278.090237423211,263.9659914771155,48.16
Edmonton-North West,43,77.66666666666667,37.0,51.75150672229949,30.859527121001395,129.41817338896615,67.85952712100139,39.99
Calgary-Bhullar-McCall,10,92.0,64.0,45.29995582388455,32.18318362538654,137.29995582388455,96.18318362538653,32.99
Calgary-Bhullar-McCall,9,92.0,64.0,45.29995582388455,32.18318362538654,137.29995582388455,96.18318362538653,32.99
Edmonton-Highlands-Norwood,30,76.25,32.25,51.53671125327131,14.087016574585636,127.7867112532713,46.33701657458563,40.33
Edmonton-West Henday,42,104.88888888888889,75.22222222222223,38.59206231657479,24.527597209651024,143.48095120546367,99.74981943187325,26.9
Edmonton-North West,4,129.2,102.6,104.61627260083449,62.38289290681501,233.81627260083448,164.982892906815,44.74
Calgary-Beddington,26,102.16666666666667,109.33333333333333,83.29392430278884,74.15139442231077,185.4605909694555,183.4847277556441,44.91
Calgary-Beddington,20,102.16666666666667,109.33333333333333,83.29392430278884,74.15139442231077,185.4605909694555,183.4847277556441,44.91
Calgary-Lougheed,15,95.2,140.6,64.99597707870424,101.94744474330487,160.19597707870423,242.54744474330488,40.57
Highwood,13,42.333333333333336,111.66666666666667,45.621333333333325,98.38577777777776,87.95466666666667,210.05244444444443,51.87
Bonnyville-Cold Lake-St. Paul,9,20.5,6.0,5.083086785009861,13.976528599605523,25.58308678500986,19.976528599605523,19.87
Calgary-Acadia,40,78.0,78.875,64.22568145376805,65.95848922145021,142.22568145376806,144.8334892214502,45.16
Cardston-Siksika,25,43.5,229.0,20.931115328793123,87.31439097912246,64.43111532879313,316.31439097912244,32.49
Leduc-Beaumont,44,113.25,138.25,102.60740226883212,132.30792458989634,215.85740226883212,270.55792458989634,47.53
Edmonton-Highlands-Norwood,7,80.66666666666667,37.666666666666664,56.20747310264613,15.363720073664826,136.8741397693128,53.030386740331494,41.07
Calgary-Mountain View,43,120.83333333333333,81.33333333333333,94.57514133165827,45.20812395309883,215.40847466499162,126.54145728643215,43.91
Cardston-Siksika,22,9.0,114.0,9.447806185106622,39.41163335938372,18.44780618510662,153.41163335938373,51.21
Edmonton-Rutherford,26,97.25,47.25,95.04855034264628,39.274749604638906,192.29855034264628,86.52474960463891,49.43
Calgary-Edgemont,26,117.25,120.5,139.4913285684255,145.863648307757,256.7413285684255,266.363648307757,54.33
Leduc-Beaumont,33,55.888888888888886,98.55555555555556,63.01050989780281,81.2493992400954,118.8993987866917,179.80495479565096,52.99
Rimbey-Rocky Mountain House-Sundre,42,19.75,142.0,19.50738476011289,84.35954844778927,39.257384760112885,226.35954844778928,49.69
Lethbridge-West,4,52.666666666666664,41.0,54.4424714335454,34.696958186940144,107.10913810021206,75.69695818694015,50.83
Calgary-Hays,35,93.5,127.66666666666667,81.30179036152134,98.29860784498166,174.80179036152134,225.96527451164832,46.51
Strathcona-Sherwood Park,2,96.6,188.8,71.23100572837356,84.43419621492278,167.83100572837355,273.2341962149228,42.44
Calgary-North West,14,75.0,89.83333333333333,96.66118335741541,95.10390500537214,171.6611833574154,184.93723833870547,56.31
Calgary-West,14,89.71428571428571,118.85714285714286,107.40920598729697,138.53604370549132,197.12349170158268,257.3931865626342,54.49
Peace River,42,19.454545454545453,38.72727272727273,10.560576314636638,41.785407168237796,30.01512176918209,80.51267989551053,35.18
Edmonton-City Centre,1,74.8,42.0,95.10469156066206,25.257940090274936,169.90469156066206,67.25794009027493,55.98
Edmonton-Gold Bar,35,104.33333333333333,71.33333333333333,110.36186186186185,34.21171171171171,214.6951951951952,105.54504504504504,51.4
Camrose,39,46.666666666666664,129.66666666666666,42.6136121052301,83.91526966785958,89.28027877189676,213.58193633452623,47.73
Taber-Warner,16,8.25,85.0,13.905993578308957,55.31347365917471,22.15599357830896,140.31347365917472,62.76
Drayton Valley-Devon,6,78.5,257.5,41.60753627592494,130.94887183772695,120.10753627592494,388.448871837727,34.64
Banff-Kananaskis,26,89.71428571428571,44.857142857142854,95.2900648139927,66.57480245050164,185.0043505282784,111.4319453076445,51.51
Edmonton-Manning,29,89.66666666666667,70.83333333333333,56.38664835164836,30.60082417582418,146.05331501831503,101.4341575091575,38.61
Airdrie-Cochrane,77,66.11111111111111,96.44444444444444,58.413958299308604,87.60955958408188,124.52506941041972,184.05400402852632,46.91
Fort Saskatchewan-Vegreville,53,58.42857142857143,91.85714285714286,44.4776087330239,54.932955131511086,102.90618016159533,146.79009798865394,43.22
West Yellowhead,36,29.923076923076923,133.07692307692307,48.09525653436594,100.0406582768635,78.01833345744286,233.11758135378656,61.65
Banff-Kananaskis,34,59.0,36.5,67.62357571990886,47.24549409571163,126.62357571990886,83.74549409571162,53.41
Fort Saskatchewan-Vegreville,49,113.0,122.57142857142857,69.7182288980574,86.10688499226406,182.71822889805742,208.67831356369263,38.16
Taber-Warner,29,39.833333333333336,123.0,24.282673326198125,96.5884964522139,64.11600665953146,219.58849645221392,37.87
Fort Saskatchewan-Vegreville,59,58.42857142857143,91.85714285714286,44.4776087330239,54.932955131511086,102.90618016159533,146.79009798865394,43.22
Drayton Valley-Devon,49,79.75,201.25,34.79677884980627,109.5137886500038,114.54677884980627,310.7637886500038,30.38
Maskwacis-Wetaskiwin,11,60.666666666666664,231.33333333333334,49.16467981854626,105.53771494883425,109.83134648521292,336.8710482821676,44.76
Vermilion-Lloydminster-Wainwright,11,53.666666666666664,123.5,23.77338932773389,82.46283704962833,77.44005599440055,205.96283704962832,30.7
Red Deer-North,49,100.33333333333333,158.33333333333334,81.18930895997785,105.85237501731062,181.52264229331118,264.18570835064395,44.73
Leduc-Beaumont,47,79.66666666666667,143.66666666666666,91.11591719034797,117.49013846949047,170.78258385701463,261.1568051361571,53.35
Morinville-St. Albert,41,122.0,115.8,74.0143131678069,81.23477592436006,196.0143131678069,197.03477592436008,37.76
Morinville-St. Albert,42,122.0,115.8,74.0143131678069,81.23477592436006,196.0143131678069,197.03477592436008,37.76
Innisfail-Sylvan Lake,19,26.0,157.0,41.83265376941095,98.20751279604407,67.83265376941095,255.20751279604406,61.67
Rimbey-Rocky Mountain House-Sundre,41,19.75,142.0,19.50738476011289,84.35954844778927,39.257384760112885,226.35954844778928,49.69
Edmonton-South,52,71.14285714285714,55.714285714285715,40.473847944316375,23.61057272666234,111.61670508717351,79.32485844094805,36.26
Brooks-Medicine Hat,34,73.83333333333333,175.16666666666666,51.0355229771638,122.75669579926699,124.86885631049714,297.9233624659337,40.87
Edmonton-Rutherford,43,119.625,76.75,129.17065102793885,53.3742488139167,248.79565102793885,130.1242488139167,51.92
Innisfail-Sylvan Lake,1,37.0,183.0,50.290622017871094,118.06367658540817,87.2906220178711,301.0636765854082,57.61
Airdrie-East,51,95.16666666666667,151.83333333333334,73.79914019584429,121.66141230793727,168.96580686251096,273.4947456412706,43.68
Airdrie-East,53,95.16666666666667,151.83333333333334,73.79914019584429,121.66141230793727,168.96580686251096,273.4947456412706,43.68
Calgary-Cross,20,94.75,89.75,66.20073641442356,72.15083798882682,160.95073641442355,161.90083798882682,41.13
Edmonton-Ellerslie,31,141.25,110.75,79.06542056074767,39.51976994967649,220.31542056074767,150.2697699496765,35.89
Edmonton-McClung,9,126.6,97.2,115.0994377317861,61.47204211030028,241.69943773178608,158.67204211030028,47.62
Maskwacis-Wetaskiwin,23,51.2,126.2,29.869226711678454,64.1177761367233,81.06922671167845,190.3177761367233,36.84
Peace River,8,79.66666666666667,107.66666666666667,34.00285561306443,134.54030578856563,113.6695222797311,242.2069724552323,29.91
Lacombe-Ponoka,41,38.5,167.33333333333334,52.23263113613566,117.4934472381322,90.73263113613567,284.8267805714655,57.57
Grande Prairie-Wapiti,46,48.4,149.8,18.381062205619617,58.507146337502036,66.78106220561962,208.30714633750205,27.52
Lacombe-Ponoka,14,61.57142857142857,157.14285714285714,55.501324420652644,124.84613144354918,117.0727529920812,281.9889885864063,47.41
Maskwacis-Wetaskiwin,24,66.0,128.75,32.790484228294126,70.38859584344338,98.79048422829413,199.1385958434434,33.19
Edmonton-Castle Downs,3,58.666666666666664,60.0,53.088086557685514,34.052295268336664,111.75475322435219,94.05229526833666,47.5
Calgary-Fish Creek,7,121.33333333333333,160.5,56.66982191944545,65.38048284928887,178.00315525277878,225.88048284928885,31.84
Airdrie-East,18,61.333333333333336,90.0,45.21566754239312,74.54019053684685,106.54900087572645,164.54019053684686,42.44
Calgary-Cross,1,64.25,108.5,61.98470035551041,67.55586592178771,126.23470035551041,176.0558659217877,49.1
Edmonton-South West,27,160.0,97.0,118.35751080093056,87.22540711199737,278.3575108009305,184.22540711199736,42.52
West Yellowhead,15,50.916666666666664,119.25,50.209874152952565,104.43917392707321,101.12654081961924,223.68917392707323,49.65
Calgary-Bow,55,82.33333333333333,49.833333333333336,58.35129124621244,63.465571400772795,140.68462457954575,113.29890473410613,41.48
Livingstone-Macleod,34,26.0,95.83333333333333,40.090551181102356,88.8484251968504,66.09055118110236,184.68175853018374,60.66
St. Albert,12,142.75,110.75,128.31431642646706,75.81383868142369,271.06431642646703,186.5638386814237,47.34
Brooks-Medicine Hat,9,14.0,142.0,31.974062588102626,76.90780941640824,45.974062588102626,218.90780941640824,69.55
Calgary-Shaw,2,84.2,122.4,46.22120927544608,60.83230513616991,130.42120927544607,183.2323051361699,35.44
Edmonton-Highlands-Norwood,39,114.66666666666667,79.0,91.99025879616167,25.14456721915286,206.65692546282833,104.14456721915286,44.51
Edmonton-South,14,105.66666666666667,71.66666666666667,56.57830696119902,33.00516998276672,162.2449736278657,104.6718366494334,34.87
Chestermere-Strathmore,23,46.25,182.0,71.42228754125414,191.07933683993397,117.67228754125414,373.07933683993394,60.7
Edmonton-Whitemud,35,122.75,77.75,146.05387931034483,80.26481681034483,268.8038793103448,158.01481681034483,54.33
Edmonton-Beverly-Clareview,27,129.0,78.0,75.86308365758755,43.36831225680934,204.86308365758754,121.36831225680933,37.03
Calgary-Falconridge,38,96.83333333333333,52.5,70.4649248731936,44.07541391520719,167.29825820652692,96.57541391520719,42.12
Morinville-St. Albert,16,80.66666666666667,122.66666666666667,63.28669895200759,69.46062982038077,143.95336561867427,192.12729648704743,43.96
Vermilion-Lloydminster-Wainwright,32,30.357142857142858,157.71428571428572,25.23666204808091,87.53849615038499,55.59380490522376,245.2527818646707,45.39
Calgary-Beddington,30,117.5,98.83333333333333,85.19741035856573,75.84594953519256,202.69741035856572,174.6792828685259,42.03
Edmonton-Strathcona,22,144.0,21.8,69.52779003600048,14.363813726628734,213.52779003600048,36.16381372662873,32.56
Fort McMurray-Wood Buffalo,24,24.6,116.46666666666667,20.554743698668933,63.641801189464736,45.15474369866894,180.1084678561314,45.52
Lesser Slave Lake,44,27.0,6.0,7.770823953174245,15.972534894191805,34.770823953174244,21.972534894191803,22.35
Lethbridge-West,17,118.8,110.8,133.45186591966575,85.05076440983763,252.25186591966576,195.8507644098376,52.9
Fort Saskatchewan-Vegreville,54,69.2,96.0,48.89154632972321,60.384476534296006,118.09154632972322,156.384476534296,41.4
Edmonton-Gold Bar,28,166.33333333333334,57.333333333333336,140.51766472354709,43.5598834128246,306.8509980568804,100.89321674615793,45.79
Calgary-Beddington,11,105.33333333333333,116.0,87.16653386454183,77.59893758300132,192.49986719787518,193.59893758300132,45.28
St. Albert,7,132.0,91.8,113.2810414841946,66.9315072856119,245.2810414841946,158.73150728561188,46.18
Edmonton-Strathcona,15,158.0,46.75,85.86136917895713,17.738183718499588,243.86136917895715,64.48818371849958,35.21
Calgary-Mountain View,21,108.5,70.25,83.62064227386936,39.97173366834171,192.12064227386935,110.22173366834171,43.53
Bonnyville-Cold Lake-St. Paul,40,27.615384615384617,144.15384615384616,32.94784554695798,90.59387042937338,60.56323016234259,234.74771658321953,54.4
Lesser Slave Lake,31,14.0,25.0,9.183701035569563,18.87663214768122,23.183701035569563,43.87663214768122,39.61
Lethbridge-East,3,97.4,131.9,98.92184115523467,91.885559566787,196.32184115523467,223.78555956678701,50.39
Taber-Warner,25,39.833333333333336,123.0,24.282673326198125,96.5884964522139,64.11600665953146,219.58849645221392,37.87
Edmonton-Rutherford,15,163.0,84.2,162.60208750658938,67.18836056931997,325.6020875065894,151.38836056931996,49.94
Lacombe-Ponoka,45,38.5,167.33333333333334,52.23263113613566,117.4934472381322,90.73263113613567,284.8267805714655,57.57
Lacombe-Ponoka,43,38.5,167.33333333333334,52.23263113613566,117.4934472381322,90.73263113613567,284.8267805714655,57.57
Maskwacis-Wetaskiwin,8,46.5,298.0,58.00421985441503,124.51281780778564,104.50421985441503,422.5128178077856,55.5
Camrose,49,26.0,132.0,38.183085326803536,75.19061970239215,64.18308532680354,207.19061970239215,59.49
Lesser Slave Lake,33,21.375,13.75,8.271217919855923,17.001069338135974,29.64621791985592,30.751069338135974,27.9
Fort Saskatchewan-Vegreville,48,113.0,122.57142857142857,69.7182288980574,86.10688499226406,182.71822889805742,208.67831356369263,38.16
Strathcona-Sherwood Park,3,115.75,202.5,79.42980929591764,94.15270828801391,195.17980929591764,296.6527082880139,40.7
Calgary-Varsity,36,179.5,112.5,130.96319129646417,88.05004533091568,310.4631912964642,200.55004533091568,42.18
Edmonton-Glenora,44,145.5,54.25,79.66626036079963,23.257094100438813,225.16626036079964,77.50709410043882,35.38
Calgary-Fish Creek,51,98.0,149.33333333333334,49.73271184414964,57.37707661049362,147.73271184414963,206.71040994382696,33.66
Edmonton-Highlands-Norwood,35,145.75,56.5,96.06727973248036,26.258977900552484,241.81727973248036,82.75897790055248,39.73
Lethbridge-East,19,69.5,83.0,65.78971119133573,61.1101083032491,135.28971119133573,144.1101083032491,48.63
Calgary-Bow,22,59.285714285714285,66.14285714285714,55.376437089722046,60.22998201031725,114.66215137543634,126.3728391531744,48.3
Airdrie-East,6,45.714285714285715,100.28571428571429,43.62216384045856,71.91322346946899,89.33644955474428,172.1989377551833,48.83
Edmonton-Decore,15,98.0,78.0,58.21103374397428,43.64649169791109,156.21103374397427,121.64649169791109,37.26
Athabasca-Barrhead-Westlock,3,44.0,186.5,44.811687262741295,97.44261368225506,88.81168726274129,283.94261368225506,50.46
Bonnyville-Cold Lake-St. Paul,39,27.615384615384617,144.15384615384616,32.94784554695798,90.59387042937338,60.56323016234259,234.74771658321953,54.4
Calgary-Bhullar-McCall,28,92.8,80.2,50.236489471359164,35.69032543071713,143.03648947135918,115.89032543071713,35.12
Calgary-Lougheed,14,95.2,140.6,64.99597707870424,101.94744474330487,160.19597707870423,242.54744474330488,40.57
Edmonton-Ellerslie,22,82.0,49.5,41.258344459279044,20.622419636438327,123.25834445927904,70.12241963643832,33.47
Edmonton-Ellerslie,29,82.0,49.5,41.258344459279044,20.622419636438327,123.25834445927904,70.12241963643832,33.47
Calgary-Edgemont,7,143.33333333333334,118.33333333333333,153.52357928666527,160.536928035877,296.85691261999864,278.8702613692103,51.72
Edmonton-Gold Bar,42,93.6,40.2,84.05930047694754,26.058028616852148,177.65930047694752,66.25802861685216,47.31
Calgary-Elbow,5,85.66666666666667,88.33333333333333,92.9604851700938,83.33137496446507,178.62715183676048,171.6647082977984,52.04
Calgary-Peigan,8,121.0,183.66666666666666,77.97130771733663,96.65306001715619,198.97130771733663,280.31972668382286,39.19
Calgary-Shaw,22,97.8,130.0,50.96414072094199,67.07453586650291,148.76414072094198,197.0745358665029,34.26
Edmonton-Manning,34,80.0,67.0,51.64384615384616,28.02692307692308,131.64384615384617,95.02692307692308,39.23
Cypress-Medicine Hat,48,54.0,265.5,65.4452347083926,102.64089990267276,119.4452347083926,368.14089990267274,54.79
Red Deer-North,29,58.5,98.5,49.27856252596593,64.24802658911509,107.77856252596592,162.74802658911509,45.72
Taber-Warner,50,22.5,131.5,22.965394220478053,91.3487929599239,45.46539422047805,222.8487929599239,50.51
Maskwacis-Wetaskiwin,17,49.0,129.5,30.054436121953792,64.51534972043463,79.05443612195378,194.01534972043464,38.02
Cardston-Siksika,7,28.166666666666668,98.66666666666667,9.742250009303712,40.63990919578728,37.90891667597038,139.30657586245394,25.7
Bonnyville-Cold Lake-St. Paul,30,49.54545454545455,111.9090909090909,30.969338353953738,85.15373856912316,80.51479289940829,197.06282947821407,38.46
Calgary-Buffalo,28,66.2,47.0,69.69441779773446,34.806776201653236,135.89441779773446,81.80677620165324,51.29
Calgary-Buffalo,53,67.77777777777777,58.333333333333336,77.64346702044428,38.77668923132747,145.42124479822206,97.1100225646608,53.39
Cardston-Siksika,29,24.75,150.0,13.422797811767332,55.993357150831756,38.17279781176733,205.99335715083174,35.16
Cardston-Siksika,30,24.75,150.0,13.422797811767332,55.993357150831756,38.17279781176733,205.99335715083174,35.16
Central Peace-Notley,30,39.0,192.5,26.66258933479934,93.63723199560197,65.66258933479934,286.13723199560195,40.61
Fort McMurray-Lac La Biche,27,4.0,12.0,2.3688378858897687,5.831582350088894,6.368837885889769,17.831582350088894,37.19
Strathcona-Sherwood Park,18,105.6,200.0,76.27258356899426,90.4102675658038,181.87258356899426,290.4102675658038,41.94
Leduc-Beaumont,27,54.0,100.4,62.99237737696892,81.22601811801194,116.99237737696892,181.62601811801193,53.84
Highwood,25,45.875,159.875,60.9518787878788,131.44723232323236,106.8268787878788,291.32223232323236,57.06
Red Deer-North,18,59.5,105.25,51.711103032820944,67.41950560864147,111.21110303282094,172.6695056086415,46.5
Edmonton-Castle Downs,16,133.33333333333334,83.66666666666667,97.0796189580148,62.269787133952725,230.41295229134815,145.9364538006194,42.13
Edmonton-Mill Woods,5,115.75,85.0,85.30492424242426,46.03977272727273,201.05492424242425,131.03977272727272,42.43
Grande Prairie-Wapiti,3,29.5,164.5,17.99155432840669,57.2673379892805,47.49155432840669,221.7673379892805,37.88
Spruce Grove-Stony Plain,16,112.625,147.125,120.65351069424965,164.84835203366063,233.27851069424963,311.9733520336606,51.72
Chestermere-Strathmore,49,49.166666666666664,81.5,40.887238723872386,109.38751375137512,90.05390539053906,190.88751375137514,45.4
Chestermere-Strathmore,1,64.0,95.66666666666667,49.961702420242034,133.66484460946097,113.96170242024203,229.33151127612763,43.84
Calgary-East,70,40.57142857142857,49.857142857142854,20.247293340596485,23.749353125425575,60.818721912025055,73.60649598256843,33.29
Vermilion-Lloydminster-Wainwright,48,33.857142857142854,151.85714285714286,24.920365106346512,86.44135586441357,58.77750796348937,238.29849872155643,42.4
Calgary-North East,14,66.125,59.25,67.92442100909842,50.80072632340777,134.0494210090984,110.05072632340777,50.67
Calgary-North East,7,104.5,123.125,123.32040942928039,92.23142834987593,227.8204094292804,215.35642834987593,54.13
Banff-Kananaskis,40,109.66666666666667,60.5,120.49506249568402,84.18437953180029,230.1617291623507,144.6843795318003,52.35
Banff-Kananaskis,49,20.0,37.0,40.36171535114978,28.198881292728405,60.36171535114978,65.1988812927284,66.87
Drumheller-Stettler,39,28.0,199.0,23.65429338103756,109.23613595706614,51.65429338103756,308.23613595706615,45.79
Olds-Didsbury-Three Hills,1,39.61538461538461,141.30769230769232,24.06378932618632,79.27972331268559,63.67917394157094,220.5874156203779,37.79
Rimbey-Rocky Mountain House-Sundre,48,19.75,142.0,19.50738476011289,84.35954844778927,39.257384760112885,226.35954844778928,49.69
Calgary-Currie,38,124.83333333333333,95.5,71.01156144453104,47.7417511041829,195.84489477786437,143.2417511041829,36.26
Edmonton-Rutherford,19,129.0,79.66666666666667,137.25580741521705,56.715094008082936,266.2558074152171,136.38176067474961,51.55
Cardston-Siksika,53,8.142857142857142,104.71428571428571,8.668718799342892,36.16166127051468,16.811575942200037,140.87594698480038,51.56
Fort McMurray-Wood Buffalo,23,24.6,116.46666666666667,20.554743698668933,63.641801189464736,45.15474369866894,180.1084678561314,45.52
Calgary-Mountain View,66,90.4,61.8,71.20034547738693,34.03467336683417,161.60034547738695,95.83467336683417,44.06
Olds-Didsbury-Three Hills,7,39.61538461538461,141.30769230769232,24.06378932618632,79.27972331268559,63.67917394157094,220.5874156203779,37.79
Lac Ste. Anne-Parkland,54,34.0,79.2,15.640971684976018,32.919603899118066,49.640971684976016,112.11960389911806,31.51
Calgary-Glenmore,19,100.5,123.5,108.0391831313299,105.24987547733689,208.5391831313299,228.7498754773369,51.81
Edmonton-City Centre,30,90.0,23.2,92.17338257420325,24.479441936807547,182.17338257420323,47.67944193680755,50.6
Edmonton-Manning,35,80.0,67.0,51.64384615384616,28.02692307692308,131.64384615384617,95.02692307692308,39.23
Calgary-Peigan,41,113.28571428571429,151.14285714285714,67.67344041174906,83.88784655755993,180.95915469746336,235.03070370041706,37.4
Fort McMurray-Lac La Biche,1,37.22222222222222,122.22222222222223,23.606127543415408,58.113338002621994,60.828349765637626,180.33556022484422,38.81
Red Deer-South,3,79.5,110.75,46.864745050562604,53.17841119498647,126.3647450505626,163.92841119498647,37.09
Edmonton-South West,70,70.42857142857143,50.0,55.46157954707307,40.87327303802877,125.8901509756445,90.87327303802877,44.06
Edmonton-South West,74,59.22222222222222,50.111111111111114,50.35183338872273,37.10756619031793,109.57405561094495,87.21867730142904,45.95
Calgary-East,17,41.625,60.5,22.866167183031457,26.8211987607245,64.49116718303145,87.3211987607245,35.46
Calgary-East,11,60.0,78.5,31.010664918970445,36.37440419447092,91.01066491897045,114.87440419447091,34.07
Edmonton-Rutherford,6,142.42857142857142,70.42857142857143,140.01219971383387,57.854055275246616,282.4407711424053,128.28262670381804,49.57
Bonnyville-Cold Lake-St. Paul,58,38.45454545454545,120.54545454545455,30.49852071005917,83.85917159763315,68.95306616460462,204.40462614308768,44.23
Cardston-Siksika,31,33.0,209.0,18.588366640616275,77.54158758512892,51.58836664061627,286.5415875851289,36.03
Calgary-Fish Creek,34,116.0,156.4,54.773008246683396,63.19211186805305,170.7730082466834,219.59211186805305,32.07
Rimbey-Rocky Mountain House-Sundre,25,34.25,192.5,27.346519285042326,118.25983066792098,61.596519285042326,310.759830667921,44.4
Edmonton-Riverview,4,113.75,78.75,60.19654819501302,19.719250093040564,173.946548195013,98.46925009304056,34.61
Livingstone-Macleod,69,21.75,62.583333333333336,27.750778245742538,61.501098699871825,49.50077824574254,124.08443203320516,56.06
Calgary-Currie,13,106.2,92.0,63.87817614964926,42.94590802805924,170.07817614964927,134.94590802805925,37.56
Lethbridge-East,28,59.75,56.5,50.151173285198546,46.58393501805055,109.90117328519855,103.08393501805055,45.63
Lethbridge-East,29,59.75,56.5,50.151173285198546,46.58393501805055,109.90117328519855,103.08393501805055,45.63
Calgary-West,11,74.625,115.5,97.90974453311225,126.28366929215463,172.53474453311225,241.78366929215463,56.75
Calgary-South East,48,89.6,140.4,89.02445437812256,125.67446752563767,178.62445437812255,266.07446752563766,49.84
Brooks-Medicine Hat,56,74.14285714285714,110.28571428571429,37.80083773007371,90.92306039980132,111.94369487293085,201.2087746855156,33.77
Calgary-East,56,59.42857142857143,58.714285714285715,26.452624948930954,31.02798583685142,85.88119637750239,89.74227155113714,30.8
Calgary-Falconridge,24,92.8,73.6,78.51805914441574,49.11260407694516,171.31805914441574,122.71260407694515,45.83
Drayton Valley-Devon,43,63.0,144.0,25.633214312846615,80.67385854288536,88.63321431284662,224.67385854288534,28.92
Lesser Slave Lake,5,30.11111111111111,95.0,29.46110360698384,60.55580569313123,59.572214718094955,155.55580569313122,49.45
West Yellowhead,52,34.0,234.0,79.07686350435623,164.48402710551795,113.07686350435623,398.48402710551795,69.93
Calgary-Fish Creek,48,87.8,127.6,43.31169594836859,49.969092864826095,131.11169594836858,177.56909286482608,33.03
Highwood,59,56.40909090909091,125.81818181818181,53.98344903581267,116.4192984389348,110.39253994490358,242.2374802571166,48.9
